"album_id","album_name","total_tracks","release_date","album_type","artist_names","artist_ids","cover"
"4GsYSSLgIYkgXMSGkvcItA","Lowkey","25","2023-08-22","album","Sami Low","4mST4sikQtpiH5dIkRxaCT","https://i.scdn.co/image/ab67616d000048513a03dee90f1473bbe6390a69"
"4YTispSwqLffd9upcpdVtH","Boghz Yani (Deep House Version)","1","2024-06-06","single","Amir Nazari","0Wdymr3gKyVWc0wZgMA2Ub","https://i.scdn.co/image/ab67616d000048519c4eaf5e1d23857bbfd087e9"
"2t17GfSNunwJTPYygpDED1","Har Ye Rooz (Deep House Version)","1","2024-06-06","single","Amir Nazari","0Wdymr3gKyVWc0wZgMA2Ub","https://i.scdn.co/image/ab67616d0000485148af9511548aa79124025de7"
"6Ybv8Njll6XJcS03rJMxGd","Ghasedak (Melodic Mix)","1","2024-06-11","single","Amir Nazari","0Wdymr3gKyVWc0wZgMA2Ub","https://i.scdn.co/image/ab67616d00004851f07d2c409b9a9c181fb4bc7b"
"5X3K4YAkV2btjoir2Sm585","InYekiam Vase (Freedom Mix)","1","2024-06-12","single","Amir Nazari","0Wdymr3gKyVWc0wZgMA2Ub","https://i.scdn.co/image/ab67616d000048514021b510855c057581154286"
"0amcw7wLq6y3062sWTop2W","Pizza Are (Drill Version)","1","2024-06-08","single","Amir Nazari","0Wdymr3gKyVWc0wZgMA2Ub","https://i.scdn.co/image/ab67616d00004851ec6815cd2366800801aa5846"
"36JdvmyDtl9KbvlQ7AsPiB","Pore Az Lashi (Deep House Version)","1","2024-06-06","single","Amir Nazari","0Wdymr3gKyVWc0wZgMA2Ub","https://i.scdn.co/image/ab67616d00004851aaa19661954a4ef71aab5efc"
"7u8EUqUjM3jzNYr4R5qluy","Eshtebahe Khoob (Deep House Mix)","1","2024-06-08","single","Amir Nazari","0Wdymr3gKyVWc0wZgMA2Ub","https://i.scdn.co/image/ab67616d00004851390176c0d378c16fc397afdf"
"1hRODJMAt3Qjm5FladfWAR","Rafttanet (Remix)","1","2021-12-10","single","Amir Tataloo,Arash Mohseni","5CEosSs2y4M9THNGI6mej8,4QXCubMDQSuXdVNCFhaU9Z","https://i.scdn.co/image/ab67616d00004851929632f250dedc11d617946c"
"4XNbvx8RMH3WQHL3xuRXdT","YL (Freestyle)","1","2024-01-09","single","Hoodadk4,Arian Dousti","1wJm5nKEUlhdV48hMMwzAm,6cf7rQ4PO4CyHntcKypPSC","https://i.scdn.co/image/ab67616d00004851fa271b61a863b57ff7867b49"
"1U03SIHofxYuq5qXsHg5RD","Migiram Root","1","2021-04-03","single","Erfan,Gdaal","1yPzb9mqugowOfUs2vIOgL,7mGDv3CYlPghTIWzE6tOpv","https://i.scdn.co/image/ab67616d00004851892bf1baf1b417991010be4d"
"7aqeRF2E9NaNTIOp6NkLPZ","Bazi","1","2021-11-22","single","Saam Armin","1XUlCQr8aNr0XGZqzoKvFw","https://i.scdn.co/image/ab67616d0000485196f99cb3e30735f2df8476fa"
"5T9HZ6mAvxam3iNtYSIyGq","Taste It","1","2021-10-31","single","Brodie Nero","6J9JSIaE1oRDmIW86So9ku","https://i.scdn.co/image/ab67616d00004851dcdc21b8f843f323ec5fa203"
"6GtHzBbynhgifIldlkTCNJ","Kari Nadare Ke","1","2021-12-08","single","Saady","2ANwDdVHSYvhHLBtmwTcag","https://i.scdn.co/image/ab67616d00004851c0e7aa09bb6adaa70aa9727b"
"4ULHZy13nq5EMJAlBriul5","Kari Nadare Ke","1","2021-12-08","single","Various Artists","0LyfQWJT6nXafLPZqxe9Of","https://i.scdn.co/image/ab67616d000048518a1736da1f893614438e3243"
"4ivBAeGaYzXk4kzg3HxbMT","DSIDE (FREESTYLE)","1","2023-08-29","single","NIKRUN,Ashkan Kagan,rayan","12JHE39jOlTk5ZLI72lzzc,2D66FABcMx1DcjVtrVAeHL,0iCI9tIFzvMKbXvxxA2dxT","https://i.scdn.co/image/ab67616d00004851f3f0cefc53157f0378ee15f0"
"5PAAc4Qb4VeJNiVaOvHW3M","DTF","1","2023-09-10","single","NIKRUN,Ashkan Kagan","12JHE39jOlTk5ZLI72lzzc,2D66FABcMx1DcjVtrVAeHL","https://i.scdn.co/image/ab67616d00004851a361934c8686b63a5ba79ed2"
"59nbitLNdhG8lo2NQFUPov","Chetori Mishe","1","2022-10-09","single","Amir Tataloo","5CEosSs2y4M9THNGI6mej8","https://i.scdn.co/image/ab67616d00004851acb50a8700aa9a622d5d636a"
"1lpODnYdwYa9zC7IivdFfG","Hichki Maro Nemifahme","1","2011-06-14","single","Shayea","3QNGoF6VzVNnkpjJDT3NHq","https://i.scdn.co/image/ab67616d000048514b4d6026447f6bb760eed96f"
"1OB5WVjhyMaMX5vWApg9ko","Tasviye Hesab","1","2023-01-29","single","Shayan Safe,Vinak,Kiot","7v1psH4dUB2g1xYCY9yGy6,1sKlyO3CCEvjeTN6Uck39S,6X4Mpvy3olVWMqX4Mf5AwV","https://i.scdn.co/image/ab67616d000048518031f4e730f224fe553783cb"
"2eAJPvMcSa6IjK96GQELMj","Har Seri","1","2023-02-16","single","Shayan Safe,Vinak","7v1psH4dUB2g1xYCY9yGy6,1sKlyO3CCEvjeTN6Uck39S","https://i.scdn.co/image/ab67616d00004851951f853a3c900503ac5a1e54"
"1FPLrPMSBTL3qedJiG11QY","03:00Am","1","2023-04-04","single","Sajad Shahi,Farzaam","3VzZOmXc8pZRfNxoiliE1A,3n7B0t7fNOhTqxoPMYBqu9","https://i.scdn.co/image/ab67616d00004851f79da119960dd940bdd78c41"
"2MMEQaXUGOiQnrftZdgbnt","Roulette","1","2023-04-20","single","Koorosh,Isam,021kid","1UjD9VWeqDDlDSvNlnFTdl,2oJHjkrwOU6fFBoDiW1jDP,578d6XzxI0bCSi49dK0Qpx","https://i.scdn.co/image/ab67616d00004851c30306268d7cb496d4d7ca6e"
"1xlFORJeGBHGfOqqkbia8g","Gomogoor","1","2020-09-10","single","Maslak,Sepehr Khalse","6ZWZCww4so7LacgTJiFTWb,2SFwcduI9cdZsG6UxnBm3C","https://i.scdn.co/image/ab67616d0000485121beb9e3ddf3553b49670b02"
"5vWMsfq2p9LeaxoBtko0yX","Balmaske (Remix)","1","2021-11-29","single","Chit2am,Sepehr Khalse","0sxd1KguUNDRVhaCN6UebT,2SFwcduI9cdZsG6UxnBm3C","https://i.scdn.co/image/ab67616d00004851ca5d499337608bd6d8e9d716"
"2znLlNw9jJd3GFAFhQMvsl","Countdown","1","2023-11-07","single","HesamTiem","6XsyaCX2jJLaS82vJoiiWi","https://i.scdn.co/image/ab67616d0000485143edb1b16483a58dbe480443"
"6vZmUrhbphz8zbiIOjLxZp","VICTORY","1","2023-10-18","single","HesamTiem","6XsyaCX2jJLaS82vJoiiWi","https://i.scdn.co/image/ab67616d0000485150904e8d996dd0bae9cb3aa2"
"2rPsdPJMnCIB1wlhigl9SC","Duel","1","2023-08-21","single","HesamTiem","6XsyaCX2jJLaS82vJoiiWi","https://i.scdn.co/image/ab67616d00004851907c4a56f6026c0d5e9e6588"
"2Fa5gjZtoynYuzSSLJaKEY","YAYA","14","2022-08-31","album","Catchybeatz","25JIQIFASUvrcnzFL9CQhZ","https://i.scdn.co/image/ab67616d00004851ccec400873b4a470273eaced"
"7dcm2s2yCnz7oqM3Ep7vpq","Habse Abad","1","2023-10-04","single","HesamTiem,Amin Tijay","6XsyaCX2jJLaS82vJoiiWi,3JS9sHeI06RtolBR5s5O0L","https://i.scdn.co/image/ab67616d00004851dd8c95f4121cbfc340a6446e"
"1PzJ6AJmv9MxY41ENViVmG","Jupiter","1","2023-09-08","single","HesamTiem,Tiem","6XsyaCX2jJLaS82vJoiiWi,2ZgLpNVB2qQTifvz3l8xIY","https://i.scdn.co/image/ab67616d0000485143f384328a9e5c989da42697"
"5TvnliVcUCbidOUj7WVIDS","Az Ma Mige","1","2024-06-23","single","Hoodadk4,Ashkan Kagan","1wJm5nKEUlhdV48hMMwzAm,2D66FABcMx1DcjVtrVAeHL","https://i.scdn.co/image/ab67616d00004851048a6283f4813bc5423f9d21"
"3a0kWFJowIj11spUipd2rh","Loca Loca","1","2021-03-10","single","Koorosh,Montiego","1UjD9VWeqDDlDSvNlnFTdl,1pMFoni6A1enu9OBmaanG2","https://i.scdn.co/image/ab67616d000048514697529cdc8c47ccf6125f94"
"75JoBNQTQBUi5BM0Sp2upg","Grammy","1","2019-09-28","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d0000485125a58bd251b7b5acf6731768"
"3iyt0ww99tCZtDCgNPnsD6","Naghashi","1","2020-11-16","single","Sepehr Khalse,Sina 30kas,Arma","2SFwcduI9cdZsG6UxnBm3C,0nd6wKdzsLd6GftX1lriPO,1mqJTIMufTNcqCiVHIJvGv","https://i.scdn.co/image/ab67616d000048512c076302eba356d4177e57bc"
"0BxgNSj7ySk1diVALV1HFw","Teflon","1","2024-01-27","single","Paya","62AW9VlTxtw554o2Sll0fK","https://i.scdn.co/image/ab67616d000048513c51c59b3a8d9b463c7392bf"
"2bYSpEL7KHFOAFkKfxuceJ","Marg","1","2022-10-10","single","Amir Tataloo","5CEosSs2y4M9THNGI6mej8","https://i.scdn.co/image/ab67616d00004851efe6a7d11c15ca31fe364319"
"2kb6QbnKHjRnOMCw8q9V7O","Nefrat","1","2024-07-06","single","Hiphopologist","45YMrIBH74j8e2wNlRSSdK","https://i.scdn.co/image/ab67616d000048515ff60879b2d7e64a41d72eef"
"62hC2SYcosX7YkDo7mC5NV","BABY","1","2021-03-15","single","Chvrsi","7Hj58arwOvp6exTny9r5Ie","https://i.scdn.co/image/ab67616d00004851e80d886450bfa0666c999b8c"
"4KcaVsPm5rLNfsYuFRSrDM","Bi Sanad Cypher","1","2020-08-04","single","Chvrsi","7Hj58arwOvp6exTny9r5Ie","https://i.scdn.co/image/ab67616d0000485192051305ef39df35215716dd"
"3RnkFrCDsdi19nmt8zvGWX","Bego Bian","1","2020-03-07","single","Poori","5uEEhLt2ETeApnvs40MOxk","https://i.scdn.co/image/ab67616d00004851b91d7c50c2d3a67cd98f89e4"
"5Pg1bQhcBYhf7e4M4CSYDq","HEAVENLY HELL","7","2024-04-16","album","Mamazi","4L42EENVSu2ZE8cwhVVeh8","https://i.scdn.co/image/ab67616d00004851cd23a4c358f09ec00a15611f"
"6iOXOd3MwNVNc34uYXXjMg","Be Shoma Chi?","1","2023-04-20","single","Tiem","2ZgLpNVB2qQTifvz3l8xIY","https://i.scdn.co/image/ab67616d0000485126003b95af53f6bed0c7cbbc"
"7r1lZiKj5aVjcJScd9kNeP","Impressive song","1","2022-12-20","single","Andysh","6SE2lJx0IhVXZ8or71eEPK","https://i.scdn.co/image/ab67616d0000485106bdf1d9dfa461c30ba62e2e"
"7jwBlwMToLXNQYben3at4t","Marg (Version 2)","1","2022-10-30","single","Amir Tataloo","5CEosSs2y4M9THNGI6mej8","https://i.scdn.co/image/ab67616d0000485170bcd36c84ce616b3ee54b04"
"7HEIpVVVT7qS382dm4N5cE","Ed Hardy","1","2024-01-16","single","Mamazi,Pouriya Adroit","4L42EENVSu2ZE8cwhVVeh8,7lH1vL9VXRSTutpZ0JOyim","https://i.scdn.co/image/ab67616d000048512a1b00ba9f6f0e1dcc3600f7"
"6XKiwR1gDpbdBI6FKBjq2V","Shelik","1","2021-02-02","single","Pouriya Adroit","7lH1vL9VXRSTutpZ0JOyim","https://i.scdn.co/image/ab67616d00004851a1d27c92637575831e2ff73d"
"3Dcp5vy4g9LDC52qIMNKz1","Freaky","1","2023-09-11","single","Alino,Ashkan Kagan","5I0HaLbiAmNKSOVbkBFGfg,2D66FABcMx1DcjVtrVAeHL","https://i.scdn.co/image/ab67616d00004851cef5913d7d19f0ff34b346f6"
"1w6BVwpIOq8BXyIuEptbY8","Yadegari (Remix)","1","2020-05-16","single","Hosein Zippo","0a08oJV9F8E8cVzp0kM7Qp","https://i.scdn.co/image/ab67616d00004851fe33cc67909446740d81323e"
"7vtBhZ8Jz13sTbds0DcQl3","Migzaran Rooza","1","2019-10-07","single","Kaboos,Saeed Dehghan","7wiZdnWzfr67rEe0NMEYTA,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d00004851b4d6274a756b547e9b11e291"
"0FgyUPZnCVIJ7PpGrB7YuX","Heyroon","1","2019-05-29","single","Rokh,Saeed Dehghan","2CBqYRmN5GKCtfnV4oH472,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d00004851db73126d60c7776b46a3ffca"
"1oC4DuOzBK7eRDx0ojGpCU","3Kandari","1","2016-07-22","single","Reza Pishro","0u4qrFczDmAsJesHPgbnru","https://i.scdn.co/image/ab67616d00004851682dbca6951994e73c79ed9a"
"5dMqfMdYzxbstmUIv2W4Fp","SPICY","16","2024-07-24","album","Behzad Leito","4zNEj5bkHE0kNSpfIwgdvu","https://i.scdn.co/image/ab67616d00004851119711fb2393667dacfbaeaf"
"21RxHTU1fXwBwTVeSXVb7X","Noskhe","1","2019-12-10","single","Daygard,Saeed Dehghan","5KYtr6KsIpLwUyBFxNrYKJ,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d00004851c1cd25684380d95f2fef9542"
"3OzRUI84s5SWl8hH13zBLV","Balatar","1","2019-10-31","single","Dariu$h,Saeed Dehghan","3HQedAYh7K5YW4MD108gP3,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d000048513e0b991b1c8cd4828d12a481"
"7wQ4FJLmHaRYndB2eCpTvr","Mohre","1","2019-10-07","single","Kaboos,Saeed Dehghan","7wiZdnWzfr67rEe0NMEYTA,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d000048518f1865d4d5f42b2ceea7dcfb"
"5zTZ3N4VHjh5bav3WCEaoh","LEITMOTIV","14","2024-07-06","album","Alireza Jj","3tecdksDTajgP8xxkuDgyJ","https://i.scdn.co/image/ab67616d0000485143661e40141d7428c68cecde"
"33HU2Z0JjqBZfiqQdosCFv","Boro Az Pishe Man","1","2011-10-14","single","Rouzbeh Qaem","4BQSmLnIknQDxnLLBh9hYl","https://i.scdn.co/image/ab67616d000048515a45bb3aa5fc0649039e4119"
"2VWun0yeOllV4DDCaPSkV4","Nushabe o 3rahi","1","2023-11-01","single","Farzad Ghadimi,Saeed Dehghan","3D42WnOFqTTx4CiDrwRl8z,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d000048519dac3061b8cd5f956f6def46"
"7rsbPjzFLUB3QyCpEhN2s2","Doroste","1","2023-06-03","single","Farzad Ghadimi,Saeed Dehghan","3D42WnOFqTTx4CiDrwRl8z,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d000048519b785f662d0c5c101fba5d0d"
"2AoeUmgkzSlSMHZKdie2nt","Sadameh","1","2022-09-10","single","Farzad Ghadimi,Saeed Dehghan,Deyn","3D42WnOFqTTx4CiDrwRl8z,4Fur00fBe3AKKXw7tlVXmr,4cElFK9FHhKO4s5Ip20SZC","https://i.scdn.co/image/ab67616d000048515fcc2b0ded43f045d8b2e8ad"
"6dWq0tX2TY1QM0kzgTOEcR","Amoo Reza","1","2019-01-29","single","Rokh,Saeed Dehghan","2CBqYRmN5GKCtfnV4oH472,4Fur00fBe3AKKXw7tlVXmr","https://i.scdn.co/image/ab67616d00004851b0dc7c0a039f794cef8989ff"
"59cjBQU014p7R5ep9MNwsA","420","1","2017-03-31","single","Reza Pishro","0u4qrFczDmAsJesHPgbnru","https://i.scdn.co/image/ab67616d00004851c4747e8cf3a37b734eb24990"
"2b5QzG9T4FHJLywQYV49Md","Taghdire Bezanan Almasa Bargh","1","2021-04-10","single","Isam,Gdaal","2oJHjkrwOU6fFBoDiW1jDP,7mGDv3CYlPghTIWzE6tOpv","https://i.scdn.co/image/ab67616d000048515cf24895c9163c82a1d3993b"
"0cCql1fia6ApeQ34ZisR0W","420, Vol. 2","13","2022-08-25","album","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048511f0af9005c711f633b742538"
"0K5B27KuWccxXMiWcCryXF","420","12","2019","album","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048512bf9b38d33efaf01ac53c124"
"3ry3MVl1MM8Fswno32DE21","R313","1","2024-07-07","single","Koorosh,Rowdy","1UjD9VWeqDDlDSvNlnFTdl,25MKsFsla2yOUChZQABJsb","https://i.scdn.co/image/ab67616d0000485141700c52d1013241189d85c2"
"1chRIknUevZjGOpn1wVgsT","Flamingo","1","2024-05-22","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048518849ff43bc9bb17fc4ff3356"
"7du1LKMC5Fbuc3saiMVPBs","Killa View","1","2024-05-05","single","Erfan,Koorosh","1yPzb9mqugowOfUs2vIOgL,1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048516d01fc1d69118436c6b4313d"
"5ui2zH0eLcFW5aRoZtKE9b","Caesar Salad","1","2024-04-08","single","Koorosh,Hoomaan","1UjD9VWeqDDlDSvNlnFTdl,6UJS43T8NPhmWmmpFY0hzP","https://i.scdn.co/image/ab67616d0000485191eadb12bb8fb1d0bb513b51"
"5b2leOnwWGHhrMcbdpmGAD","Buddha","1","2024-03-11","single","Arman Miladi,Arown,Koorosh","3eqSr81gcNym9KLon3xcRR,428w7JnH39SnN1ZejXhPmE,1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048516546e18a95e018578de4b832"
"58I4AZk1RvBcrWGYDyrWDA","Paranoia","1","2024-03-08","single","Arman Miladi,Koorosh,Arown","3eqSr81gcNym9KLon3xcRR,1UjD9VWeqDDlDSvNlnFTdl,428w7JnH39SnN1ZejXhPmE","https://i.scdn.co/image/ab67616d00004851629b08c8081e20e402a9ca6a"
"6moI4UajnGkzNcSJNW8Vht","Freakam","1","2024-03-08","single","Arman Miladi,Koorosh,Arown","3eqSr81gcNym9KLon3xcRR,1UjD9VWeqDDlDSvNlnFTdl,428w7JnH39SnN1ZejXhPmE","https://i.scdn.co/image/ab67616d0000485112d107cda1375daa519d31ff"
"21EPEK5JMtxVxCYF2u7dbx","Telephone","1","2024-02-27","single","poobon,Koorosh","4hdsAoRTkGU11DynAg7iTw,1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048518ad500d6a65eb09c0b2d8f83"
"4PopDf4j7UADRydwTvtSZx","Gs","1","2024-02-09","single","Koorosh,Isam","1UjD9VWeqDDlDSvNlnFTdl,2oJHjkrwOU6fFBoDiW1jDP","https://i.scdn.co/image/ab67616d00004851ba8dfbadd295a9ff833d1fb5"
"5IQkU9Yg80ojT6lbBHkLkH","Dashte Parvaneha","1","2023-09-11","single","Koorosh,Sogand","1UjD9VWeqDDlDSvNlnFTdl,2mGkJsyXC8byI83UHSO4w1","https://i.scdn.co/image/ab67616d00004851bf377e0a801a121566bb516c"
"3DrRqvuzM0i4vuTR58utDa","BUSY BODY","1","2023-07-17","single","Isam,Koorosh","2oJHjkrwOU6fFBoDiW1jDP,1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048515cb31ad9a7cb761ad85c325c"
"79frngPed4U8IcnYLzCqGD","Yallah","1","2023-06-19","single","Koorosh,Behzad Leito","1UjD9VWeqDDlDSvNlnFTdl,4zNEj5bkHE0kNSpfIwgdvu","https://i.scdn.co/image/ab67616d000048513b6493f55d8702290cdb1b4a"
"2rj3Wn0c2UzWXXHbgC6N3D","OnlyFans (REMIX)","1","2023-05-03","single","Isam,Koorosh,A ZI","2oJHjkrwOU6fFBoDiW1jDP,1UjD9VWeqDDlDSvNlnFTdl,3gK5EZLlAvTsr757DScaMj","https://i.scdn.co/image/ab67616d00004851c4b9b32ec198d6b2b81b9bbb"
"2AR8tCwUKctH8vPWYew7gW","Too In Khoone","1","2023-03-31","single","Koorosh,Hoomaan,Arman Miladi","1UjD9VWeqDDlDSvNlnFTdl,6UJS43T8NPhmWmmpFY0hzP,3eqSr81gcNym9KLon3xcRR","https://i.scdn.co/image/ab67616d00004851d1b90691e3e8cef3a34a24fb"
"0AolS2LGZGtFlUoxrp1wZX","Allstar2","1","2023-03-17","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d00004851632c49de6f81fe960395930b"
"7yXAwIi62Yodf00crUIGjA","kulak","1","2023-03-14","single","Koorosh,Sami Low","1UjD9VWeqDDlDSvNlnFTdl,4mST4sikQtpiH5dIkRxaCT","https://i.scdn.co/image/ab67616d0000485167364aa1d95305f90df55644"
"4bwj83d5BYYmLTYU7c88A2","OnlyFans","1","2023-03-07","single","Isam,Koorosh","2oJHjkrwOU6fFBoDiW1jDP,1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d0000485118b33bb98557abdfaab5f943"
"6zSLIeCddJwGTiEgRkngRz","Nashod Behet Begam","1","2023-02-19","single","Koorosh,Tamara","1UjD9VWeqDDlDSvNlnFTdl,3PAFlEdGkJz6qNNh5f2uxM","https://i.scdn.co/image/ab67616d00004851db93f39783ebef353fa0bb2b"
"3ISBquMeucFkL9OZOuv1ME","Ye Roozi","1","2022-11-12","single","Koorosh,Sami Low,Raha","1UjD9VWeqDDlDSvNlnFTdl,4mST4sikQtpiH5dIkRxaCT,0e6D1UNkt16eApxJuq0HaF","https://i.scdn.co/image/ab67616d00004851ef9ed07d627213c954d86c8d"
"3RdUasCg3iEMKtBzHqt0hZ","Ma","1","2022-10-26","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048517a5941fa494b3c6a2a471c34"
"6MmLjwM8gQgwwzj4OGZfpk","Extasy","1","2022-07-12","single","Raha,Sami Low,Koorosh","0e6D1UNkt16eApxJuq0HaF,4mST4sikQtpiH5dIkRxaCT,1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d00004851fc8b5fd6eda3ac7bbe4857ef"
"0KXz8D6sPBOdilLBZZTI67","Saaghi","1","2021-12-21","single","The Don,Koorosh","4rBWAKUMmLkl685zvk0LBH,1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048514e6c0f6cb4725a6f54a04330"
"5aTAUJBWdnnl9hmtnB1rJn","Ye Alame","1","2021-07-01","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d00004851d367dde690e986fd1a1eb6fd"
"2YOlWK3eHfplRIHcFCavqX","Poolini","1","2021-04-18","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d000048512a0b0bf9e8aaa42235794be0"
"2yvOB1CMspnQrUWmPbaOKE","Loca Loca","1","2021-03-09","single","Koorosh,Montiego","1UjD9VWeqDDlDSvNlnFTdl,1pMFoni6A1enu9OBmaanG2","https://i.scdn.co/image/ab67616d0000485168c4a76e83c0d841ca4ec1d5"
"0XdITah62OgIpwzHUPSQdS","Hayahoo (Acoustic)","1","2020-10-10","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d00004851bdf40db3744e93e5a66e32e1"
"4HIneoKZcQAERaJGqfZZRs","Hayahoo","1","2020-09-12","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d00004851c9828de8d6b4f5dedf598e4f"
"65f7nGqtv2fzvlhUohWK4W","All Star","1","2020-08-15","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d0000485163ed8794329a1b335f0799c9"
"2sGhMv1YpX0tGouAGAi1IY","Azin Manzare (AFX & Shebi Remix)","1","2020-06-15","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d00004851cb4cf06a7e2a4c80aed02dc9"
"2BuFvMWU4iGQU08EY3RruW","Shahkar","1","2020-04-19","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d0000485158a0dc8745074c3ed1caa2de"
"0kJLKg3X2JcqxMeOb2tMW0","Azin Manzare","1","2020-03-28","single","Koorosh","1UjD9VWeqDDlDSvNlnFTdl","https://i.scdn.co/image/ab67616d00004851c6baad75527173b9a6e48258"
"3AQhDazu8EiA0VeEsRKedw","Qarargah","1","2024-06-17","single","SoelChigini,Farbod Arsh","7lKpYA0195X6R6Ch04Zizo,6RShu8lidLqXwt3kZEthfa","https://i.scdn.co/image/ab67616d000048517cd11b54838722f809cb33d9"
"0zP5uYKYWilAHC3OmEHIE8","Eghva","1","2024-01-21","single","SoelChigini","7lKpYA0195X6R6Ch04Zizo","https://i.scdn.co/image/ab67616d000048517b555e5ce14c68a1aa192e23"
"3HAsT05fVgwg4ZOQbR6MKW","Parva | پروا","1","2022-12-28","single","SoelChigini","7lKpYA0195X6R6Ch04Zizo","https://i.scdn.co/image/ab67616d000048519bb24549d868c2fbeaa72b0e"
"07Vi1lobSPlMOznndDmnCC","KOOFEH","1","2021-10-03","single","SoelChigini","7lKpYA0195X6R6Ch04Zizo","https://i.scdn.co/image/ab67616d00004851bd755e24efc7f1ebb82fdcf6"
"42pOCEnUKF029gUlh8tFPv","Fakhri O Farokh | فخری و فرخ","1","2021-04-09","single","SoelChigini","7lKpYA0195X6R6Ch04Zizo","https://i.scdn.co/image/ab67616d00004851eb6fc0231493a83d84dca1f5"
"3YKTtNY3DfXuBRjBl6VHhm","Madaraneh | مادرانه","1","2020-02-15","single","SoelChigini","7lKpYA0195X6R6Ch04Zizo","https://i.scdn.co/image/ab67616d00004851a57da582ae1d735cc94a8e39"
"4a0ywfOglr0HSgetP7fiQS","Yeki Mige (unreleased song)","1","2020-01-07","single","SoelChigini","7lKpYA0195X6R6Ch04Zizo","https://i.scdn.co/image/ab67616d0000485178851940493c99e07c636574"
"2J1bvTeEEbu0l3gS884Zxh","Honarband","1","2018-07-18","single","SoelChigini","7lKpYA0195X6R6Ch04Zizo","https://i.scdn.co/image/ab67616d000048514dd43b5ca1318be48bdd280d"
"4BgWK2EcCFBtZKFyTrzqdO","Coming Soon","1","2017-08-30","single","SoelChigini","7lKpYA0195X6R6Ch04Zizo","https://i.scdn.co/image/ab67616d00004851eeb60e79b03f4d5c11547dd9"
"4swx3YzMSZoherOjN3Mjyi","Shahre Gharib","1","2024-07-24","single","021G","6U5mXNse56YUIYMdoPexGj","https://i.scdn.co/image/ab67616d00004851805394c0bec755b1b373d4fc"
"2j8pgZ8JL289JxeiH31rLH","Baguette","1","2024-01-10","single","021G,RadPro","6U5mXNse56YUIYMdoPexGj,5koq1lIrFAXuS6XTlgUc0s","https://i.scdn.co/image/ab67616d00004851a32e83049c7a50188584ac42"
"69eNGPfnDa9Ao5hQexTdlA","Offside","1","2023-11-15","single","021G","6U5mXNse56YUIYMdoPexGj","https://i.scdn.co/image/ab67616d0000485122e257eee8c2b91a0e22ca3b"
"7F5EcE9NnlnqFelLbEVsYI","Chak Kosh","1","2023-08-03","single","021G,RadPro","6U5mXNse56YUIYMdoPexGj,5koq1lIrFAXuS6XTlgUc0s","https://i.scdn.co/image/ab67616d00004851f7242b036d3a09f1fb0544c2"
"0pKfJqCh4ELa59ctxW0hzf","Chill","1","2023-06-18","single","021G,RadPro","6U5mXNse56YUIYMdoPexGj,5koq1lIrFAXuS6XTlgUc0s","https://i.scdn.co/image/ab67616d000048519f14264ab8b57a432b1fb7fa"
"7tGcUfvQ4UnICMjHbkfrJO","Eldorado","1","2023-06-07","single","021G,fedi","6U5mXNse56YUIYMdoPexGj,5JsaOiUiiDz0hCqUyiyLHf","https://i.scdn.co/image/ab67616d00004851df8928da91de887d781be506"
